date_time,town,title,price,beds,sqft,url
2022-07-07 11:44, (Logan Square),Huge Modern 3 bed in the heart of Logan,3000,3,1500.0,https://chicago.craigslist.org/chc/apa/d/chicago-huge-modern-bed-in-the-heart-of/7505870040.html
2022-07-07 11:39, (South Loop),"Amazing South Loop 3 bed 2 bath - Updated Kitchen, HUGE Floorplan",3163,3,1800.0,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-south-loop-bed-bath/7505867039.html
2022-07-07 11:38, (3257 W Eastwood),Amazing Newly Renovated Two  Bedroom Apartments (Chicago-Albany Park),1450,2,,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-newly-renovated-two/7505866939.html
2022-07-07 11:37, (Bucktown ~ Wicker park),Bucktown ~ 2 Bedroom Duplex ~ Flexible Lease Available,2495,2,1600.0,https://chicago.craigslist.org/chc/apa/d/chicago-bucktown-bedroom-duplex/7505866398.html
2022-07-07 11:37, (Lincoln Park),"LINCOLN PARK 5 BED 3 BATH NEW CONSTRUCTION DUPLEX, DECK, PETS OK",4700,5,,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-bed-bath-new/7505866017.html
2022-07-07 11:36, (1436-40 W Thorndale),Spacious Apartments  (Chicago-Edgewater),1100,1,,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-apartments-chicago/7505865607.html
2022-07-07 11:33, (Buena Park),"Charming Buena Park apt near Red Line!, Free Heat, Free Gas, Cats OK",1000,,,https://chicago.craigslist.org/chc/apa/d/chicago-charming-buena-park-apt-near/7505863819.html
2022-07-07 11:33, (Logan Square),Fully Renovated 2 Bed 1 Bath in Logan Square! In-Unit Laundry!,2200,2,,https://chicago.craigslist.org/chc/apa/d/chicago-fully-renovated-bed-bath-in/7505863741.html
2022-07-07 11:32, (Bucktown),BUCKTOWN: 2 BED 1 BATH HDWD LAUNDRY IN BUILDING PETS NEGOTIABLE,1895,2,,https://chicago.craigslist.org/chc/apa/d/chicago-bucktown-bed-bath-hdwd-laundry/7505863616.html
2022-07-07 11:32, (Lakeview),"LAKEVIEW 4 BED 3 BATH GUT REHAB STUNNING LAYOUT, ALL UPGRADED, PETS OK",4650,4,,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-bed-bath-gut-rehab/7505863093.html
